style	pair_id	text1_id	text2_id	text1	text2	intercoder	comparison	intensity1	intensity1_num	intensity2	intensity2_num	comparison_label
Complexity	8940a8ca12e396fffe4758be8046ce9d	94f0e469a248f6442da6ceb742501325	12cd17b3dee7fa164e9e79c13596ed80	I applied for the Adjournment debate a couple of weeks ago because of the clear intention of Lothian health board to centralise all Edinburgh maternity services at one hospital, the proposed new Edinburgh royal infirmary at the southern edge of the city, and also because it planned to break its clear promise to reopen a maternity unit at the Western general hospital, which serves large areas of my constituency.	The leader of Plaid Cymru - I think he is still the leader - said that that could have an historic effect on Wales, by which I assume he means that it will lead to all sorts of extra powers being acquired and Wales heading much further along the road that he wishes to travel down.	FALSE	1	3	3	1	1	text one more representative of <STYLE>
Complexity	8952afa9105516b6f9f085f8cb445eaa	2bee6bd6738375d0d2696341ec2b71b8	56e1e5a6294418458132dcd36db6a0a3	As the analysis by the Institute for Fiscal Studies has shown, the new national living wage offers  ""little compensation because the boost to gross wages is smaller than the announced fiscal tightening and almost one-third of the increase in gross wages goes to the Treasury in higher tax receipts and lower benefits and tax-credit entitlements.""	The question, therefore, is not ""if"" but ""how"".	FALSE	1	4	4	1	1	text one more representative of <STYLE>
Complexity	8a95317ea0776ca48b5fb94bd5489f30	4aedf826e9c5f068292f93f2e6efda6a	9da0e44bbd2e78fd30188b65dd2c45df	I rise simply to ask the Minister to clarify the point that I made in interventions on my hon  Friend  the Member for South Derbyshire    and  the hon  Member for Eddisbury    about why a 21-day notice period is so important in regard to a special resolution but not to other ordinary resolutions or to what is surely the most important resolution that can come before a co-operative or a community benefit society, namely, a resolution to transform the organisation into a company or some other corporate structure.	By law, they cannot charge more than 1 per cent. a month.	FALSE	1	4	4	1	1	text one more representative of <STYLE>
Complexity	952882cf1d330e82801e377bc2bc0cd1	ed68ce335684f5bf6d5879d0d3b86127	c9db30b214356129f61a4811f3655811	She said:  ""They will have to choose food or heat, it will be too expensive for both.	I have been in contact with the managing director of a company in my constituency, who said:  I have at long last managed to get a credible answer from the Inland Revenue to the question which I raised in November   whether an employee who has acquired a more-than-5 per cent. interest in my company through membership of an employee share scheme is subject to tax on her entire fees if she works on a time-and-materials contract which falls within the scope of clause 1   of Schedule 12 to the Finance Act 2000.	FALSE	-1	1	1	5	5	text two more representative of <STYLE>
Complexity	96688ed48b72254b63dc7caa69987772	16cc5400dd0c173c3fba4db543aacb56	7f6cb793421717dec80414e902aefe8e	We had hoped to achieve a commitment to work towards a binding agreement on forests, but in the end we had to settle for a declaration on  forest principles.	I pay tribute to Age Concern, the Alzheimer's Disease Society, the Carers National Association, Caring Costs, The Spinal Injuries Association, the all-party disablement group and many other organisations that have worked so hard to ensure that there is detailed and informed scrutiny of the legislation, in particular these amendments.	TRUE	-1	NA	NA	3	3	text two more representative of <STYLE>
Complexity	9c7646b90cdfd3b261a8ada9fc9667ae	5022170b6b6f43de107d285264492441	59cb995968ddb6b66342bc12c411267d	Significant consideration has been given to auctioning, although it is for each national Government to decide the level of auctioning that will take place.	New clause 6 - Public registers of beneficial ownership of companies registered in British Overseas Territories -   ""  For the purposes of the detection, investigation or prevention of money laundering, the Secretary of State must provide all reasonable assistance to the governments of the British Overseas Territories to enable each of those governments to establish a publicly accessible register of the beneficial ownership of companies registered in each government's jurisdiction.	FALSE	-1	1	1	3	3	text two more representative of <STYLE>
Complexity	9debf75803177e4a9aa0f996f4ee5345	1f097040768a24a9f08545dfd6925a48	da8e13a64b0eb7356638657b64bdf18b	While I welcome my right hon  Friend's recognition of the important opportunities that new technological developments open up for disabled people, what plans does he have - in consultation with his colleagues at the Departments of Employment and for Education - to improve the availability of expert advice and counselling for individual disabled people, so that a judgment can be made about what technology would be of most help to them personally, and the availability of expert  purchasing to ensure that the money goes further and more disabled people can enjoy the benefits of new technology?	Late diagnosis makes for poor one-year figures, and when those figures are broken down by CCG, we will know which ones are failing to do more to raise their game on early diagnosis.	FALSE	1	4	4	2	2	text one more representative of <STYLE>
Complexity	a08a054d0955645abeac1ba6c4bbd4c6	3f059e80cec82848f53797309e2dfe16	48ad1ffe6f7a8c8fd34b568c1a3acfd1	It might not be one that we like, but if it has resilience and fulfils our other requirements of giving them security, allowing girls to go to school, letting the Afghans say, ""We can be part of the international community in a proper way,"" giving us confidence that we have security and contributing to the broader geographical solution that is required in the area, it will be what we have to accept.	It was my right hon  Friend  the Member for Skipton and Ripon    who touched on the fundamental issue, although it has not been fully articulated for reasons that I well understand: it is the anomaly that has existed since the Select Committee system was set up in its present form more than 20 years ago and attempted, valiantly, to replicate the congressional system in this country while rather conveniently ignoring the fact that a legislature that gives birth to and sustains the Executive also attempts to hold that Executive to account.	FALSE	-1	3	3	NA	NA	text two more representative of <STYLE>
Complexity	a17abb46ef534960195d986a370fc99c	64a21c1961a95c6928eba9a443197d7b	a45d3fbe6f3d905bbb877b69ecfa6e85	I will make just a few key points, as many Members wish to speak.	In a welcome move, the Secretary of State set up the coal forum to inform future policy on the contribution that UK coal could make to a balanced energy policy, but he does not appear to have taken up its suggestion on a statement of need in relation to the role of UK-produced coal in the future.	FALSE	-1	1	1	3	3	text two more representative of <STYLE>
Complexity	a1fa40ef673e763dfc3e5f08fd60658e	c4f78bc96d1235e32ea8cbcee03531df	d56601c33e2065fa5b1b5d57ef93b84f	The planet Opposition spokesperson has not seen or understood the impact of all the investment that we have made in skills over the past 10 years.	The whole aspect of social tariffs and support for consumers brings home how far away we are from achieving the fuel poverty targets set out by the Government, with the legally binding commitments that by 2010 all vulnerable households would be taken out of fuel poverty and that by  22 November 2016  every household in the country would be out of fuel poverty.	FALSE	-1	1	1	3	3	text two more representative of <STYLE>
Complexity	a28d090ea936b2bef780110b4e10973a	73175bb363ac79f18c41b207b19b6511	d93a06404bea6efb62b510f8753a51e3	I stood here last night, and I saw the Opposition Whip standing by the Door.	Does the hon  Gentleman agree that the Government's introduction into the Bill of clause 7, which allows cross co-operation between the Commission for Health Improvement and the NCSC, averts some of the more bizarre possible outcomes while doing nothing to address the fundamental issue?	FALSE	-1	1	1	3	3	text two more representative of <STYLE>
